,loss,mse,mae,r_square,val_loss,val_mse,val_mae,val_r_square
3136,1.5336502900975546e-10,1.5336502900975546e-10,1.0203943929809611e-05,0.9980165362358093,5.770840749708128e-11,5.770840749708128e-11,6.42689929009066e-06,0.9987894296646118
3137,2.0490431573705337e-10,2.0490431573705337e-10,1.1102396456408314e-05,0.9972575902938843,7.51102374740853e-11,7.51102374740853e-11,7.16006479706266e-06,0.9982143640518188
3138,2.5600099817779665e-10,2.5600099817779665e-10,1.280437754758168e-05,0.9966933727264404,4.921776874944328e-10,4.921776874944328e-10,2.1681529688066803e-05,0.9887288212776184
3139,2.4280558119649243e-10,2.4280558119649243e-10,1.3200957255321555e-05,0.9967962503433228,3.401635362276778e-10,3.401635362276778e-10,1.7837774066720158e-05,0.9928441047668457
3140,1.6564573046551345e-09,1.6564573046551345e-09,3.5594515793491155e-05,0.9768698215484619,8.180227051290956e-10,8.180227051290956e-10,2.796282569761388e-05,0.9818649291992188
3141,1.481899047917068e-09,1.481899047917068e-09,3.344923970871605e-05,0.9806203246116638,8.240773063938889e-10,8.240773063938889e-10,2.8018675948260352e-05,0.9823194146156311
3142,5.744580366950913e-10,5.744580366950913e-10,2.0678979126387276e-05,0.9929876923561096,6.018408549302023e-10,6.018408549302023e-10,2.3887330826255493e-05,0.9868791103363037
3143,1.1999718996236197e-09,1.1999718996236197e-09,2.785525612125639e-05,0.9854997992515564,1.944186894808908e-10,1.944186894808908e-10,1.291636817768449e-05,0.9957027435302734
3144,1.0002199068992468e-09,1.0002199068992468e-09,2.408080945315305e-05,0.9860391020774841,2.3370723134519267e-09,2.3370723134519267e-09,4.776189962285571e-05,0.947222113609314
3145,6.88404999671377e-10,6.88404999671377e-10,2.169020808651112e-05,0.9910749197006226,2.0262409528015723e-09,2.0262409528015723e-09,4.473532681004144e-05,0.9556019306182861
3146,9.952582091798945e-10,9.952582091798945e-10,2.7132286049891263e-05,0.9870088696479797,1.475957356333879e-09,1.475957356333879e-09,3.79315169993788e-05,0.9673041105270386
3147,3.0904781511686963e-10,3.0904781511686963e-10,1.3726136785408016e-05,0.9961819052696228,1.076596867211066e-10,1.076596867211066e-10,9.165877600025851e-06,0.9976325035095215
3148,9.117842036943102e-10,9.117842036943102e-10,2.4039070922299288e-05,0.986893892288208,2.4760207217866537e-09,2.4760207217866537e-09,4.9412356020184234e-05,0.9454668164253235
3149,5.910836820000043e-10,5.910836820000043e-10,2.076903729175683e-05,0.9920596480369568,3.4285484173945946e-11,3.4285484173945946e-11,4.896565314993495e-06,0.9992383122444153
3150,3.56071755414078e-10,3.56071755414078e-10,1.5853982404223643e-05,0.9955711364746094,2.5319327190409524e-10,2.5319327190409524e-10,1.5184356016106904e-05,0.9944330453872681
3151,2.8909721838665803e-10,2.8909721838665803e-10,1.4459847079706378e-05,0.9955562353134155,1.0439279440888072e-09,1.0439279440888072e-09,3.191174619132653e-05,0.9770842790603638
3152,9.662260991305516e-10,9.662260991305516e-10,2.8450604077079333e-05,0.987749457359314,9.87224413329102e-10,9.87224413329102e-10,3.103278504568152e-05,0.9775638580322266
3153,1.7160696197393577e-09,1.7160696197393577e-09,3.061753523070365e-05,0.9780179858207703,7.261858669949106e-09,7.261858669949106e-09,8.494949724990875e-05,0.8395848870277405
3154,3.5188312264011756e-09,3.5188312264011756e-09,5.306231832946651e-05,0.953630268573761,2.1999504995484642e-10,2.1999504995484642e-10,1.2557832633319777e-05,0.9955694675445557
3155,2.1662871496630487e-09,2.1662871496630487e-09,3.7723610148532316e-05,0.9717685580253601,2.4675259613360367e-09,2.4675259613360367e-09,4.8180369049077854e-05,0.9473953247070312
3156,2.303532031788791e-09,2.303532031788791e-09,4.2854306229855865e-05,0.9687426090240479,2.2889752315791156e-09,2.2889752315791156e-09,4.746783451992087e-05,0.9500091671943665
3157,2.492042794344229e-09,2.492042794344229e-09,4.413062197272666e-05,0.9664201140403748,2.427105461055845e-10,2.427105461055845e-10,1.4376550097949803e-05,0.9941877722740173
3158,1.5326971913864895e-09,1.5326971913864895e-09,3.460180960246362e-05,0.980337381362915,6.055288492845534e-10,6.055288492845534e-10,2.3788079488440417e-05,0.9861060380935669
